©Çª«¦WºÙ	µ¥¯Å 	¥Í©R­È	°òÂ¦¸gÅç	±¼¸¨ª««~
Cold Eye (¦B¿W²´Ã~)	40	2000	85	Orihalcon Ore (µµÄq¥Û¥ÀÄq)
Cold Eye (¦B¿W²´Ã~)	40	2000	85	Gold Ore (¶Àª÷¥ÀÄq)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Red Bandana (¬õÀY¤y)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Brown Guiltian (½ÅÅ]¹D¤§´U)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Dark Pilfer (¶Â®üµsÀY¤y)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Red Misty (¬õ¦â¬Ó®aÀY¤y)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Yellow Jangoon Armor (¶Àª÷ñZ¥Ò)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Green Legolier (ºñ¦uÅ@¤§ªA)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Dark Legolia (¶Â¦uÅ@¤§ªA)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Black Jangoon Armor (¶ÂÂí¤ëñZ¥Ò)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Dark Starlight (¶Â¬P¥úªø³T)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Emerald Fitted Mail (¯ª¥ÀºññZ¥Ò)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Purple Avenger (µµ­¸¼v¥Ò)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Green Legolier Pants (ºñ¦uÅ@¤§¿Ç)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Black Jangoon Skirt (¶ÂÂí¤ë¸È)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Bronze Wolfskin («C»Éºë¯«¤â®M)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Red Whip (¬õ¦âÃ@¤l)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Shinkita (¯}¸H¤b)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Arc Staff (ºëÆFªø§ú)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Axe Pole Arm (©ò´u)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	The Nine Dragons (¤EÀs¤M)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Silver Crow (¥Õ»È©¸)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Rower (ª¢©¸)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Blood Avarice (¨ª¬õÅ@µÃ)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	White Potion (¥Õ¦âÃÄ¤ô)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Blue Potion (ÂÅ¦âÃÄ¤ô)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Scroll for Spear for Accuracy 10% (ºj©R¤¤¨÷¶b10%)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Cursed Doll (¶A©G«½«½)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Stiff Feather (°íµwªº¦Ð¤ò)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Orihalcon Ore (µµÄq¥Û¥ÀÄq)
Zombie Lupin (¤Ñ¨ÏµU)	40	1800	90	Amethyst Ore (µµ¤ô´¹¥ÀÄq)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Brown Guiltian (½ÅÅ]¹D¤§´U)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Brown Burgler (½Å¨¾­·´U)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Red-Lined Kismet (¨ª¥P¥Õ®c)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Blue-Lined Kismet («C¥P¥Õ®c)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Orange Calaf (¦¶¬õ§¯ºëÂ§ªA)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Red Moon Shoes (¬õ¤ë¾c)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Blue Pierre Shoes (ÂÅºëÆF¾c)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Gold Cleave (¶Àª÷µs¸é¤â®M)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Adamantium Tower Shield (¦¶Äq¤è¬Þ)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Dankke (¤j©ò)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Knuckle Mace (±Û­·Áè)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Halfmoon Zamadar (¥b¤ë¤b)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Mithril Pole Arm (¾YÄq´u)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Mithril Guards (¾YÄq°«®±)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Blood Slain (¨ª¬õ¤â¥Ò)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	White Potion (¥Õ¦âÃÄ¤ô)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Blue Potion (ÂÅ¦âÃÄ¤ô)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Elixir (¯S®íÃÄ¤ô)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Scroll for Helmet for DEX 100% (ÀY²¯±Ó±¶¨÷¶b100%)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Iron Hog's Metal Hoof (ªÎªÎ²¯¥Ò)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Steel Ore (¿ûÅK¥ÀÄq)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Adamantium Ore (¦¶Äq¥Û¥ÀÄq)
Iron Hog (¿ûÅKªÎªÎ)	42	2200	99	Sapphire Ore (ÂÅÄ_¥Û¥ÀÄq)
Skeledog (¾uÅ\¤ü)	44	2450	107	Great Red Helmet (¬õ¦â¾Ô°«ÀY²¯)
Skeledog (¾uÅ\¤ü)	44	2450	107	Blue Bandana («CÀY¤y)
Skeledog (¾uÅ\¤ü)	44	2450	107	Brown Matty (½Å¬PÅ]ªk´U)
Skeledog (¾uÅ\¤ü)	44	2450	107	Green Burgler (ºñ¨¾­·´U)
Skeledog (¾uÅ\¤ü)	44	2450	107	Blue-Lined Kismet («C¥P¥Õ®c)
Skeledog (¾uÅ\¤ü)	44	2450	107	Black Green-Lined Shoes (ºñ¬y¬P¾c)
Skeledog (¾uÅ\¤ü)	44	2450	107	Red Pierre Shoes (¬õºëÆF¾c)
Skeledog (¾uÅ\¤ü)	44	2450	107	Maroon Jangoon Shoes (µµª÷¤ë¾c)
Skeledog (¾uÅ\¤ü)	44	2450	107	Mokbi Throwing-Stars (¶Â¦â§Q¤b)
Skeledog (¾uÅ\¤ü)	44	2450	107	Sai (µØ¤óµu¼C)
Skeledog (¾uÅ\¤ü)	44	2450	107	Hall Staff (Å@ªk¤§§ú)
Skeledog (¾uÅ\¤ü)	44	2450	107	Titan (¥¨¤HÁè)
Skeledog (¾uÅ\¤ü)	44	2450	107	White Potion (¥Õ¦âÃÄ¤ô)
Skeledog (¾uÅ\¤ü)	44	2450	107	Blue Potion (ÂÅ¦âÃÄ¤ô)
Skeledog (¾uÅ\¤ü)	44	2450	107	Scroll for Shoes for Jump 10% (¾c¤l¸õÅD¨÷¶b10%)
Skeledog (¾uÅ\¤ü)	44	2450	107	Scroll for Gloves for Defense 60% (¤â®M¨¾¿m¤O 60% ±²¶b)
Skeledog (¾uÅ\¤ü)	44	2450	107	Scroll for Shield for STR 100% (¬ÞµP¤O¶q¨÷¶b100%)
Skeledog (¾uÅ\¤ü)	44	2450	107	Scroll for Spear for ATT 60% (ºj§ðÀ»¨÷¶b60%)
Skeledog (¾uÅ\¤ü)	44	2450	107	Skeledog's Bone (¾uÅ\¤ü°©ÀY)
Skeledog (¾uÅ\¤ü)	44	2450	107	The Magic Rock (Å]ªk¥Û)
Skeledog (¾uÅ\¤ü)	44	2450	107	Bronze Ore («C»É¥ÀÄq)
Skeledog (¾uÅ\¤ü)	44	2450	107	Silver Ore (»Èªº¥ÀÄq)
Skeledog (¾uÅ\¤ü)	44	2450	107	Diamond Ore (Æp¥Û¥ÀÄq)
Copper Drake (¤gÀs)	45	2700	105	Blue Bone Helm (ÂÅ¦â¾uÅ\ÀY²¯)
Copper Drake (¤gÀs)	45	2700	105	Blue Pole-Feather Hat (ÂÅ¦ÐÁl¤T¨¤´U)
Copper Drake (¤gÀs)	45	2700	105	Brown Piette (½Å¶Q±Ú¤§ªA)
Copper Drake (¤gÀs)	45	2700	105	Dark Crusader Chainmail (¶Â¤Q¦rÂê¤l¥Ò)
Copper Drake (¤gÀs)	45	2700	105	Red Calas (¬õÅ]ªk¾Ô¤h¦ç)
Copper Drake (¤gÀs)	45	2700	105	Red Barbay (¬õ¦â³Â¥¬¦ç)
Copper Drake (¤gÀs)	45	2700	105	Brown Piette Pants (½Å¶Q±Ú¿Ç)
Copper Drake (¤gÀs)	45	2700	105	Purple Steel-Tip Boots (µµ¤}¤â¾c)
Copper Drake (¤gÀs)	45	2700	105	Mithril Hildon Boots (¾YÄqÂÅ±N­x¹u)
Copper Drake (¤gÀs)	45	2700	105	Dark Arten (¶ÂºëÆF¤â®M)
Copper Drake (¤gÀs)	45	2700	105	Jeweled Katar (¾ðÆF¤§¼C)
Copper Drake (¤gÀs)	45	2700	105	Jacker (¥j¥NÁè)
Copper Drake (¤gÀs)	45	2700	105	Sai (µØ¤óµu¼C)
Copper Drake (¤gÀs)	45	2700	105	Arc Staff (ºëÆFªø§ú)
Copper Drake (¤gÀs)	45	2700	105	Silver Guardian (»È¦uÅ@®±®M)
Copper Drake (¤gÀs)	45	2700	105	White Potion (¥Õ¦âÃÄ¤ô)
Copper Drake (¤gÀs)	45	2700	105	Blue Potion (ÂÅ¦âÃÄ¤ô)
Copper Drake (¤gÀs)	45	2700	105	Elixir (¯S®íÃÄ¤ô)
Copper Drake (¤gÀs)	45	2700	105	Scroll for Helmet for INT 60% (ÀY²¯´¼¤O¨÷¶b60%)
Copper Drake (¤gÀs)	45	2700	105	Scroll for Bottomwear for Defense 60% (¿Ç¸È¨¾¿m¤O 60% ±²¶b)
Copper Drake (¤gÀs)	45	2700	105	Scroll for Two-Handed Sword for Accuracy 10% (Âù¤â¼C©R¤¤¨÷¶b10%)
Copper Drake (¤gÀs)	45	2700	105	Scroll for Claw for ATT 10% (®±®M§ðÀ»¨÷¶b10%)
Copper Drake (¤gÀs)	45	2700	105	Drake Skull (¼ÉÀsªºÀY°©)
Copper Drake (¤gÀs)	45	2700	105	Dragon Skin (Às¥Ö)
Copper Drake (¤gÀs)	45	2700	105	The Summoning Rock (¥l³ê¥Û)
Copper Drake (¤gÀs)	45	2700	105	Orihalcon Ore (µµÄq¥Û¥ÀÄq)
Copper Drake (¤gÀs)	45	2700	105	Black Crystal Ore (¶Â¤ô´¹¥ÀÄq)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Pansy Earrings (µµ¯ðªá¦ÕÀô)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Brown Piettra (½Å¤k¶Q±ÚªA)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Orange Calas (¦¶¬õÅ]ªk¾Ô¤h¦ç)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Brown Piettra Skirt (½Å¶Q±Ú¸È)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Gold Moon Shoes (¶À¤ë¾c)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Maroon Jangoon Shoes (µµª÷¤ë¾c)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Aqua Brace (ÂÅ«i®ð¤â®M)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	White Potion (¥Õ¦âÃÄ¤ô)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Blue Potion (ÂÅ¦âÃÄ¤ô)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Elixir (¯S®íÃÄ¤ô)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Scroll for Shield for LUK 100% (¬ÞµP©¯¹B¨÷¶b100%)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Scroll for Two-Handed Sword for ATT 60% (Âù¤â¼C§ðÀ»¤O 60% ±²¶b)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Iron Boar Armor (¿û¤§¶ÂªÎªÎªº²¯¥Ò)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Wisdom Crystal Ore (´¼¼z¥ÀÄq)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Steel Ore (¿ûÅK¥ÀÄq)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Diamond Ore (Æp¥Û¥ÀÄq)
Iron Boar (¿ûÅK¶ÂªÎªÎ)	45	2750	115	Black Crystal Ore (¶Â¤ô´¹¥ÀÄq)
Tortie (¯QÀt)	46	2550	110	Blue Guiltian (ÂÅÅ]¹D¤§´U)
Tortie (¯QÀt)	46	2550	110	Green Pilfer (ºñ®üµsÀY¤y)
Tortie (¯QÀt)	46	2550	110	Brown Moon (¶À¤ë)
Tortie (¯QÀt)	46	2550	110	White Piettra (¥Õ¤k¶Q±ÚªA)
Tortie (¯QÀt)	46	2550	110	Dark Shouldermail (¶Â±N­xñZ¥Ò)
Tortie (¯QÀt)	46	2550	110	Brown Moon Pants (¶À¤ë¿Ç)
Tortie (¯QÀt)	46	2550	110	White Piettra Skirt (¥Õ¶Q±Ú¸È)
Tortie (¯QÀt)	46	2550	110	Dark Shouldermail Pants (¶Â±N­x¿Ç)
Tortie (¯QÀt)	46	2550	110	Blue Steel-Tip Boots (ÂÅ¤}¤â¾c)
Tortie (¯QÀt)	46	2550	110	Purple Goldwind Shoes (µµ¶Àª÷­·)
Tortie (¯QÀt)	46	2550	110	Brown Double Boots (½Å¦â±j¤Æ¥Ö¹u)
Tortie (¯QÀt)	46	2550	110	Skull Shield (¾uÅ\¬Þ)
Tortie (¯QÀt)	46	2550	110	Black Tube
Tortie (¯QÀt)	46	2550	110	Colorful Tube (±m­i´åªa°é)
Tortie (¯QÀt)	46	2550	110	Lion's Fang (ªê¼C)
Tortie (¯QÀt)	46	2550	110	Dark Snowboard (¶Â³·ªO)
Tortie (¯QÀt)	46	2550	110	Green Surfboard (ºñ¦â½Ä®öªO)
Tortie (¯QÀt)	46	2550	110	Black Surfboard (¶Â¦â½Ä®öªO)
Tortie (¯QÀt)	46	2550	110	Adamantium Avarice (¦¶ÄqÅ@µÃ)
Tortie (¯QÀt)	46	2550	110	White Potion (¥Õ¦âÃÄ¤ô)
Tortie (¯QÀt)	46	2550	110	Blue Potion (ÂÅ¦âÃÄ¤ô)
Tortie (¯QÀt)	46	2550	110	Elixir (¯S®íÃÄ¤ô)
Tortie (¯QÀt)	46	2550	110	Scroll for Gloves for ATT 10% (¤â®M§ðÀ»¨÷¶b10%)
Tortie (¯QÀt)	46	2550	110	Scroll for Shield for LUK 100% (¬ÞµP©¯¹B¨÷¶b100%)
Tortie (¯QÀt)	46	2550	110	Scroll for Cape for STR 60% (©Ü­·¤O¶q¨÷¶b60%)
Tortie (¯QÀt)	46	2550	110	Tortie Shell (¯QÀt´ß)
Tortie (¯QÀt)	46	2550	110	Mithril Ore (¾YÄq¥Û¥ÀÄq)
Tortie (¯QÀt)	46	2550	110	Amethyst Ore (µµ¤ô´¹¥ÀÄq)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Brown Leather Ocean Hat (½Å¦â¥Ö»s»·¬v´U)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Brown Moon (¶À¤ë)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Brown Piettra (½Å¤k¶Q±ÚªA)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Red Jangoon Armor (¬õÂí¤ëñZ¥Ò)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	White Calas (¥ÕÅ]ªk¾Ô¤h¦ç)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Blue Calaf (ÂÅ§¯ºëÂ§ªA)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Brown Piette Pants (½Å¶Q±Ú¿Ç)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Brown Jangoon Pants (¶Àª÷¿Ç)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Mithril Brist (¾YÄq¦Xª÷¤â®M)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Bronze Clench («C»É¾Ô°«¤â®M)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Brown Moon Gloves (¶À¤ë¤â®M)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Oaker Garner (¶À¯«¥\¤â®M)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Bronze Pow («C»É¬Xµ·¤â®M)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	White Potion (¥Õ¦âÃÄ¤ô)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Blue Potion (ÂÅ¦âÃÄ¤ô)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Elixir (¯S®íÃÄ¤ô)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Scroll for Topwear for LUK 60% (¤W¦ç©¯¹B¨÷¶b60%)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Scroll for Topwear for STR 10% (¤W¦ç¤O¶q¨÷¶b10%)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Scroll for Shoes for Jump 10% (¾c¤l¸õÅD¨÷¶b10%)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Scroll for Cape for STR 10% (©Ü­·¤O¶q¨÷¶b10%)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Scroll for Two-Handed BW for ATT 60% (Âù¤â¶w¾¹§ðÀ»¤O 60% ±²¶b)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Dirty Bandage (Á^±a)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	The Magic Rock (Å]ªk¥Û)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	The Summoning Rock (¥l³ê¥Û)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Adamantium Ore (¦¶Äq¥Û¥ÀÄq)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Emerald Ore (¯ª¥Àºñ¥ÀÄq)
Mummydog (¤ì¤D¥ì¤ü)	47	2750	117	Topaz Ore (¶À´¹¥ÀÄq)
Wraith (¤j«ÕÆF)	48	2800	120	Mithril Nordic Helm (¾YÄq¿Õ°ÒÀY²¯)
Wraith (¤j«ÕÆF)	48	2800	120	Red Sonata (¬õ¶Â¤Ó¶§´U)
Wraith (¤j«ÕÆF)	48	2800	120	Blue Maro (ÂÅ¶Q±Ú³n´U)
Wraith (¤j«ÕÆF)	48	2800	120	Red Maro (¬õ¶Q±Ú³n´U)
Wraith (¤j«ÕÆF)	48	2800	120	Flame Golden Circlet (¤õ¶Àª÷ªk«a)
Wraith (¤j«ÕÆF)	48	2800	120	Cat's Eye (¿ß²´¦ÕÀô)
Wraith (¤j«ÕÆF)	48	2800	120	Green Knucklevest (ºñ·t¼v¤§ªA)
Wraith (¤j«ÕÆF)	48	2800	120	Maroon Jangoon Armor (µµª÷ñZ¥Ò)
Wraith (¤j«ÕÆF)	48	2800	120	Blue Knucklevest Pants (ÂÅ·t¼v¤§¿Ç)
Wraith (¤j«ÕÆF)	48	2800	120	White Jangoon Pants (¥Õª÷¿Ç)
Wraith (¤j«ÕÆF)	48	2800	120	Red Moon Shoes (¬õ¤ë¾c)
Wraith (¤j«ÕÆF)	48	2800	120	Blue Goldwind Shoes (ÂÅ¶Àª÷­·)
Wraith (¤j«ÕÆF)	48	2800	120	Brown Double Boots (½Å¦â±j¤Æ¥Ö¹u)
Wraith (¤j«ÕÆF)	48	2800	120	Brown Moon Gloves (¶À¤ë¤â®M)
Wraith (¤j«ÕÆF)	48	2800	120	Mighty Bullet (±j¤O¤l¼u)
Wraith (¤j«ÕÆF)	48	2800	120	Red Whip (¬õ¦âÃ@¤l)
Wraith (¤j«ÕÆF)	48	2800	120	White Potion (¥Õ¦âÃÄ¤ô)
Wraith (¤j«ÕÆF)	48	2800	120	Blue Potion (ÂÅ¦âÃÄ¤ô)
Wraith (¤j«ÕÆF)	48	2800	120	Elixir (¯S®íÃÄ¤ô)
Wraith (¤j«ÕÆF)	48	2800	120	Chocolate (¥©§J¤O)
Wraith (¤j«ÕÆF)	48	2800	120	Scroll for Helmet for INT 10% (ÀY²¯´¼¤O¨÷¶b10%)
Wraith (¤j«ÕÆF)	48	2800	120	Medicine With Weird Vibes (©ÇÃÄ)
Wraith (¤j«ÕÆF)	48	2800	120	Dark Crystal Ore (¶Â·t¥ÀÄq)
Wraith (¤j«ÕÆF)	48	2800	120	The Summoning Rock (¥l³ê¥Û)
Wraith (¤j«ÕÆF)	48	2800	120	Steel Ore (¿ûÅK¥ÀÄq)
Wraith (¤j«ÕÆF)	48	2800	120	Garnet Ore (¥Ûºh¥Û¥ÀÄq)
Clang («C¿ÀÃÉ)	48	3000	120	Red Duke (¬õ¦âªZ¤hÀY²¯)
Clang («C¿ÀÃÉ)	48	3000	120	Mithril Crusader Helm (¾YÄq¤Q¦r­x´U)
Clang («C¿ÀÃÉ)	48	3000	120	Orange Golden Circlet (¤g¶Àª÷ªk«a)
Clang («C¿ÀÃÉ)	48	3000	120	Marine Shadow (·É®ü¤§¼v)
Clang («C¿ÀÃÉ)	48	3000	120	Blue China («C¶§)
Clang («C¿ÀÃÉ)	48	3000	120	Brown Moon (¶À¤ë)
Clang («C¿ÀÃÉ)	48	3000	120	White Piettra (¥Õ¤k¶Q±ÚªA)
Clang («C¿ÀÃÉ)	48	3000	120	Brown Piettra (½Å¤k¶Q±ÚªA)
Clang («C¿ÀÃÉ)	48	3000	120	Red Shouldermail (¬õ±N­xñZ¥Ò)
Clang («C¿ÀÃÉ)	48	3000	120	Marine Shadow Pants (·É®ü¤§¿Ç)
Clang («C¿ÀÃÉ)	48	3000	120	Blue China Pants («C¶§¿Ç)
Clang («C¿ÀÃÉ)	48	3000	120	Brown Moon Pants (¶À¤ë¿Ç)
Clang («C¿ÀÃÉ)	48	3000	120	Brown Piettra Skirt (½Å¶Q±Ú¸È)
Clang («C¿ÀÃÉ)	48	3000	120	Red Shouldermail Pants (¬õ±N­x¿Ç)
Clang («C¿ÀÃÉ)	48	3000	120	Yellow Umbrella (¶À¦â«B³Ê)
Clang («C¿ÀÃÉ)	48	3000	120	Arc Staff (ºëÆFªø§ú)
Clang («C¿ÀÃÉ)	48	3000	120	The Rising (¤Ó¶§¤§©ò)
Clang («C¿ÀÃÉ)	48	3000	120	Surfboard (½Ä®öªO)
Clang («C¿ÀÃÉ)	48	3000	120	Fury Claw (´cÅ]¤§¤ö)
Clang («C¿ÀÃÉ)	48	3000	120	Blue Potion (ÂÅ¦âÃÄ¤ô)
Clang («C¿ÀÃÉ)	48	3000	120	Elixir (¯S®íÃÄ¤ô)
Clang («C¿ÀÃÉ)	48	3000	120	Scroll for Topwear for LUK 10% (¤W¦ç©¯¹B¨÷¶b10%)
Clang («C¿ÀÃÉ)	48	3000	120	Scroll for One-Handed BW for ATT 60% (³æ¤â´Ò§ðÀ»¨÷¶b60%)
Clang («C¿ÀÃÉ)	48	3000	120	Scroll for One-Handed BW for ATT 10% (³æ¤â´Ò§ðÀ»¨÷¶b10%)
Clang («C¿ÀÃÉ)	48	3000	120	Clang Claw («C¿ÀÃÉ¹X)
Clang («C¿ÀÃÉ)	48	3000	120	Adamantium Ore (¦¶Äq¥Û¥ÀÄq)
Clang («C¿ÀÃÉ)	48	3000	120	AquaMarine Ore (®üÂÅ¥Û¥ÀÄq)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Green Maro (ºñ¶Q±Ú³n´U)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Black Maro (¶Â¶Q±Ú³n´U)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Aqua Golden Circlet (¤ô¶Àª÷ªk«a)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Red Seraphis (¬õ©M¥­¤§´U)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Blue Seraphis (ÂÅ©M¥­¤§´U)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Brown Pitz Bandana (½Å¦â¥Ö¯÷ÀY¤y)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Umber Shouldermail (¶ÂªOª÷ñZ¥Ò)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Red Shivermail (¬õµw¥Ö¸Ë)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Red Shouldermail (¬õ±N­xñZ¥Ò)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Blue Anakamoon (ÂÅ¯«¸tªA)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Red Anakamoon (¬õ¯«¸tªA)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Blue Calaf (ÂÅ§¯ºëÂ§ªA)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Red Calaf (¬õ§¯ºëÂ§ªA)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Brown Turk Gally (½Å¦â®üµsªA)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Umber Shouldermail Pants (¶ÂªOª÷¿Ç)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Red Shivermail Skirt (¬õµw¥Ö¸È)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Yellow Umbrella (¶À¦â«B³Ê)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Sky Blue Umbrella (ÂÅ¦â«B³Ê)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Halfmoon Zamadar (¥b¤ë¤b)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Double Tail Knuckler (Âù´Æ«üªê)
Dark Eye (·t¿W²´Ã~)	48	3000	160	The Negotiator (®æÄõ¼w¤õºj)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Elixir (¯S®íÃÄ¤ô)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Chocolate (¥©§J¤O)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Scroll for One-Handed Sword for ATT 60% (³æ¤â¼C§ðÀ»¨÷¶b60%)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Scroll for One-Handed BW for ATT 60% (³æ¤â´Ò§ðÀ»¨÷¶b60%)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Scroll for Knuckler for ATT 10% («üªê§ðÀ»¤O 10% ±²¶b)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Dark Eye Tail (·t¿W²´Ã~§À¤Ú)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Dark Crystal Ore (¶Â·t¥ÀÄq)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Bronze Ore («C»É¥ÀÄq)
Dark Eye (·t¿W²´Ã~)	48	3000	160	Black Crystal Ore (¶Â¤ô´¹¥ÀÄq)
Drake («CÀs)	50	3200	135	Brown Leather Ocean Hat (½Å¦â¥Ö»s»·¬v´U)
